"","X","Name","Description","Subject","Keyword","Deposit.Date","Author","Depositor","Citation","FileName","Downloads","Variables","Observations","Repository"
"463",463,"Pandemic and Protest: Exploring Collective Action and Control Perceptions in the Wake of COVID-19","Contains data and analytic code for Studies 1 and 2 as reported in the manuscript entitled ""Pandemic and Protest: Exploring Collective Action and Control Perceptions in the Wake of COVID-19."" (2021-07-06)","Social Sciences","perceived control, loss of control, protest, activism, COVID-19","2021-07-06","Author, Anonymous","Author, Anonymous","Author, Anonymous, 2021, ""Pandemic and Protest: Exploring Collective Action and Control Perceptions in the Wake of COVID-19"", https://doi.org/10.7910/DVN/EIGCXN, Harvard Dataverse, V1, UNF:6:4GnDjuPaTdYffGSK0IBPlg== [fileUNF]","c(""Activism and Control Study 1 Analyses.spv"", ""Activism and Control Study 1 Analyses.spv"", ""Activism and Control Study 1 Analyses.spv"", ""Activism and Control Study 1 Analyses.spv"", ""Activism and Control Study 1 Analyses.spv"")","c(3, 3, 3, 3, NA)","c(105, 12, NA, NA, NA)","c(116, 167, NA, NA, NA)","Harvard Dataverse"
"464",464,"The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts","Do political institutions moderate the effect of environmental stress on social conflict? We posit that while the frequency of social conflict in developing agrarian states can increase during drought, democratic competition reduces conflict and can facilitate cooperation, reversing this effect. This hypothesis is tested on a sample of all districts in India over a period from 2001–2014. The de- pendent variable captures the number of crimes perpetrated against scheduled castes – so-called “untouchables”– and scheduled tribes – India’s indigenous groups – during a given district-year. When the effect of drought is moderated using a local electoral competition index, findings show that although droughts increase the frequency of social conflicts where political institutions are weak, they reduce it where political institutions are strong. The results are robust to alternative operationalization choices. Our findings thus have relevance both to scholars of the climate-conflict nexus and to policymakers working to address climate change’s effects.","Social Sciences; Agricultural Sciences",NA,"2021-06-22","Sarbahi, Anoop and Koren, Ore (Indiana University)","Koren, Ore","Sarbahi, Anoop and Koren, Ore, 2021, ""The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts"", https://doi.org/10.7910/DVN/R3QIWX, Harvard Dataverse, V2, UNF:6:cpORTCMTsbfA9WrMHkrs1g== [fileUNF]","c(""CasteConflict_Script_6_21.R"", ""CasteConflict_Script_6_21.R"", ""CasteConflict_Script_6_21.R"", ""CasteConflict_Script_6_21.R"")","c(2, 3, 3, NA)","c(37, NA, NA, NA)","c(8260, NA, NA, NA)","Harvard Dataverse"
"465",465,"A brief account of the Cauchy problem in General Relativity","The Cauchy problem in PDE theory has a lot of importance in General Relativity. Some of the prominent aspects are the inclusion of a metric and a given hypersurface to determine the evolution of a given manifold. Some of the aspects we shall discuss in this review are the features of an initial value set in Cosmology, and the significance of some of the results of the Cauchy problem. Our discussion will focus towards stability, singularities, gravitational radiation, and the geometric features of singularities in General Relativity. (2021-07-06)","Mathematical Sciences","General Relativity","2021-07-06","Kalvakota, Vaibhav","Kalvakota, Vaibhav","Kalvakota, Vaibhav, 2021, ""A brief account of the Cauchy problem in General Relativity"", https://doi.org/10.7910/DVN/L76OTY, Harvard Dataverse, V1","c(""Cauchy_problem_in_GR_kalvakota (1).pdf"", ""Cauchy_problem_in_GR_kalvakota (1).pdf"")","c(0, NA)","c(NA, NA)","c(NA, NA)","Harvard Dataverse"
"466",466,"Replication Data for: The Formation of Terrorist Groups: An Empirical Analysis","Replication Data for: The Formation of Terrorist Groups: An Empirical Analysis","Social Sciences",NA,"2021-06-24","Hou, Dongfang - ORCID: 0000-0003-1476-4637","Hou, Dongfang","Hou, Dongfang, 2021, ""Replication Data for: The Formation of Terrorist Groups: An Empirical Analysis"", https://doi.org/10.7910/DVN/UG2XKG, Harvard Dataverse, V1, UNF:6:1VgMPYxBak9CZFsiz4Rp5w== [fileUNF]","c(""Code_Jun24.do"", ""Code_Jun24.do"", ""Code_Jun24.do"")","c(0, 0, NA)","c(14, NA, NA)","c(9973, NA, NA)","Harvard Dataverse"
"467",467,"Replication Data for: Comparing Systemic and Individual Sources of Racially Disparate Traffic Stop Outcomes","Paper Abstract: The deaths of George Floyd and Breonna Taylor brought discussions of race and policing to the forefront in the summer of 2020 in the United States, spurring protests and calls for policing reform. However, enacting successful reforms curtailing racially biased policing requires understanding whether bias is widespread, likely tied to systemic sources, or the work of a few racist officers. This study elaborates on these perspectives by drawing on theories of systemic and individual bias that may arise when bureaucrats have ample discretion. Using millions of traffic stops, I construct two measures to evaluate whether disparities are widespread — as indicated by the first perspective — or confined to a few officers — as suggested by the second. This study finds widespread racial disparities in who is searched following a traffic stop across officers and agencies and that banning consent searches would alter policing patterns more than eliminating outlier officers.","Social Sciences","Race; Policing; Computational Methods; Traffic Stops","2021-07-06","Shoub, Kelsey (University of South Carolina)","Shoub, Kelsey","Shoub, Kelsey, 2021, ""Replication Data for: Comparing Systemic and Individual Sources of Racially Disparate Traffic Stop Outcomes"", https://doi.org/10.7910/DVN/UHLKUO, Harvard Dataverse, V1, UNF:6:qCiqVZ/v+ivusxOZjCCc3Q== [fileUNF]","c(""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"", ""AgencyAnalysis_CT.R"")","c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","Harvard Dataverse"
"468",468,"Benchmark model for nearly-zero-energy terraced dwellings","One building performance simulation benchmark model for nearly zero-energy dwellings in Brussels. The study reports an inventory and field survey conducted on a terraced house renovated after the year 2010. An analysis of energy consumption (electricity and natural gas) and a walkthrough survey were conducted. A building performance simulation model is created in EnergyPlus to benchmark the average energy consumption and building characteristics. The estimate's validity has been further checked against the public statistics and verified through model calibration and utility bill comparison. The benchmark has an average energy use intensity of 29 kWh/m2/year and represents terraced single-family houses after renovation. (2021-07-06)","Engineering","reference building, row housing, terraced building, energy audit, energy efficiency","2021-07-06","Attia, Shady (Liege University - (ULiege / ULg))","Attia, Shady","Attia, Shady, 2021, ""Benchmark model for nearly-zero-energy terraced dwellings"", https://doi.org/10.7910/DVN/GJI84W, Harvard Dataverse, V1, UNF:6:4ShtR92Mo8HYZ/w6KCkvBA== [fileUNF]","c(""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"", ""BEL_BRUSSELS_IWEC_WeatherFile.epw"")","c(2, 2, 2, 2, 2, 2, 2, 2, 2, NA)","c(30, NA, NA, NA, NA, NA, NA, NA, NA, NA)","c(14, NA, NA, NA, NA, NA, NA, NA, NA, NA)","Harvard Dataverse"
"469",469,"All data for assessing the impact of Stk11KO in BLApn on GC taste responses over CTA training","Extracellular data recorded bilaterally from gustatory cortex in a mouse during the presentation of various tastes and over the course of a conditioned taste aversion (CTA) protocol to create an aversion to novel saccharin by following novel taste consumption with I.P. LiCl injection. More information in the README.md file. (2021-06-15)","Medicine, Health and Life Sciences",NA,"2021-06-15","Nanu, Roshan D. (Brandeis University) - ORCID: https://orcid.org/0000-0002-2769-5709                                                    Murdy, Thomas J. (Brandeis University)                                                    Levitan, David (Brandeis University)                                                    Nelson, Sacha B. (Brandeis University)                                                    Katz, Donald B. (Brandeis University)","Nanu, Roshan","Nanu, Roshan D.; Murdy, Thomas J.; Levitan, David; Nelson, Sacha B.; Katz, Donald B., 2021, ""All data for assessing the impact of Stk11KO in BLApn on GC taste responses over CTA training"", https://doi.org/10.7910/DVN/HNAGDB, Harvard Dataverse, V1, UNF:6:yroUPbv/dHeag3JRXBLm6w== [fileUNF]","c(""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"", ""aggregated_held_unit_response_changes.tab"")","c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA)","c(9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","c(186, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","Harvard Dataverse"
"470",470,"Replication Data for: From principles to practice: Methods to increase the transparency of research ethics in violent contexts","There has been a proliferation of research with human participants in violent contexts over the past ten years. Adhering to commonly held ethical principles such as beneficence, justice, and respect for persons is particularly important and challenging in research on violence. This letter argues that practices around research ethics in violent contexts should be reported more transparently in research outputs, and should be seen as a subset of research methods. We offer practical suggestions and empirical evidence from both within and outside of political science around risk assessments, mitigating the risk of distress and negative psychological outcomes, informed consent, and monitoring the incidence of potential harms. An analysis of published research on violence involving human participants from 2008 to 2019 shows that only a small proportion of current publications include any mention of these important dimensions of research ethics. (2021-06-23)","Social Sciences","ethics, political violence, survey methods","2021-06-23","Young, Lauren (University of California, Davis)                                                    Baron, Hannah (Brown University)","Young, Lauren","Young, Lauren; Baron, Hannah, 2021, ""Replication Data for: From principles to practice: Methods to increase the transparency of research ethics in violent contexts"", https://doi.org/10.7910/DVN/IYWW2F, Harvard Dataverse, V1","c("".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"", "".Rhistory"")","c(0, 0, 0, 0, 0, 0, 0, 0, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA, NA)","Harvard Dataverse"
"471",471,"Replication Data for: Effectiveness of Incumbent's Strategic Communication during Economic Crisis under Electoral Authoritarianism: Evidence from Turkey","Replication files for ""Effectiveness of Incumbent's Strategic Communication during Economic Crisis under Electoral Authoritarianism: Evidence from Turkey"" (2021-06-03)","Social Sciences","electoral authoritarianism, economic crisis, agenda-setting, blame-shifting, incumbent approval, Turkey","2021-06-03","Aytaç, Selim Erdem (Koç University) - ORCID: 0000-0002-6544-8717","Aytaç, Selim Erdem","Aytaç, Selim Erdem, 2021, ""Replication Data for: Effectiveness of Incumbent's Strategic Communication during Economic Crisis under Electoral Authoritarianism: Evidence from Turkey"", https://doi.org/10.7910/DVN/PNYG29, Harvard Dataverse, V1, UNF:6:Y5bUZ6s7Oi04ocJJat15aA== [fileUNF]","c(""Aytac_APSR_replication.do"", ""Aytac_APSR_replication.do"", ""Aytac_APSR_replication.do"")","c(7, 6, NA)","c(18, NA, NA)","c(2027, NA, NA)","Harvard Dataverse"
"472",472,"Replication Data for: Benign Effects of Automation: New Evidence From Patent Texts","Replication data for ""Benign Effects of Automation: New Evidence From Patent Texts"". Contains R codes to consolidate results from a parsing of the texts of US patents as well as Stata codes to run the regression analyses. Does not contain the codes for the initial parsing of the patents. These can be found at https://github.com/lpuettmann/patent-automat (2021-07-02)","Social Sciences","automation, patents","2021-07-02","Mann, Katja (Copenhagen Business School) - ORCID: https://orcid.org/0000-0002-4147-0821                                                    Püttmann, Lukas (n.a.)","Mann, Katja","Mann, Katja; Püttmann, Lukas, 2021, ""Replication Data for: Benign Effects of Automation: New Evidence From Patent Texts"", https://doi.org/10.7910/DVN/XVGGNR, Harvard Dataverse, V1","c(""Data archive.zip"", ""Data archive.zip"")","c(3, NA)","c(NA, NA)","c(NA, NA)","Harvard Dataverse"
