"","Tags","Public Access Level","Rights","Program Contact Name","Program Contact Email","Frequency","Last Updated","Created","Followers","Organization","Social"
"1893","authcdfw, biota, california, departme..., california, natural, ..., caopendata, cdfw, ds119620150608wm, environment, inlandwaters, mcv, vegetation, map, mshcp, vegetation, map, national, vegetation..., nvcs, vegetation, western, riverside, c...)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1894","""california"", ""departme..."", ""cigarette"", ""ethnicity"", ""lets"", ""get"", ""healthy"", ""ca..."", ""lghc"", ""race"", ""sex"", ""smoking"", ""tcb"", ""tcp"", ""tobacco"", ""youth""","Public","No restrictions on public use","California Tobacco Control Program","[email protected]","Irregular","June 28, 2021, 17:01 (UTC)","August 12, 2019, 21:23 (UTC)","0","California Department of Public Health","Twitter, Facebook, Linkedin"
"1895","""california"", ""collabor..."", ""california"", ""ocean"", ""pr..."", ""hook-and-line"", ""marine"", ""protected"", ""areas"", ""method"", ""comparison"", ""mpa"", ""mpa"", ""monitoring"", ""nearshore"", ""rocky"", ""reefs"", ""partnership"", ""for"", ""int..."", ""pisco"", ""reef"", ""check"", ""california"", ""rocky"", ""reefs"", ""rov"", ""scuba""","Public","No restrictions on public use","Jenn Caselle","[email protected]","Irregular","June 22, 2021, 01:00 (UTC)","January 16, 2019, 22:48 (UTC)","0","California Ocean Protection Council","Twitter, Facebook, Linkedin"
"1896","4m, aid, code, california, departme..., dhcs, ffy, former, foster, youth, medi-cal, medi-cal, eligibility","Public","No restrictions on public use","Medi-Cal Eligibility Division / Program Review Branch / Data Analytics Section","[email protected]","Quarterly","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1897","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds133720160112wm"", ""rail"", ""transportation"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:15 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1898","""abundance"", ""authcdfw"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""distribution"", ""ds031520070814wm"", ""inventory"", ""management"", ""placer"", ""legacy"", ""program"", ""planning"", ""resource"", ""assessment..."", ""sample""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:10 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1899","abundance, authcdfw, bird, california, departme..., california, natural, ..., caopendata, cdfw, distribution, ds031520070814wm, inventory, management, placer, legacy, program, planning, resource, assessment..., sample)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:10 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1900","""abundance"", ""authcdfw"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""distribution"", ""ds031520070814wm"", ""inventory"", ""management"", ""placer"", ""legacy"", ""program"", ""planning"", ""resource"", ""assessment..."", ""sample""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:10 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1901","""california"", ""departme..."", ""california"", ""governme..."", ""caopendata"", ""cdtfa"", ""taxes""","Public","No restrictions on public use","fiona.renton","[email protected]","Irregular","June 27, 2021, 01:00 (UTC)","October 18, 2020, 01:00 (UTC)","0","California Department of Tax and Fee Administration","Twitter, Facebook, Linkedin"
"1902","california, departme..., california, governme..., caopendata, cdtfa, taxes","Public","No restrictions on public use","fiona.renton","[email protected]","Irregular","June 27, 2021, 01:00 (UTC)","October 18, 2020, 01:00 (UTC)","0","California Department of Tax and Fee Administration","Twitter, Facebook, Linkedin"
"1903","""alw"", ""assisted"", ""living"", ""california"", ""departme..."", ""dhcs"", ""facili"", ""facilities"", ""waiver"")","Public","No restrictions on public use","CHHS","[email protected]","Irregular","June 28, 2021, 16:00 (UTC)","October 22, 2020, 07:00 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1904","""california"", ""departme..."", ""children"", ""dhcs"", ""eligibility"", ""full"", ""scope"", ""full"", ""scope"", ""medi-cal"", ""immigration"", ""status"", ""medi-cal"", ""sb"", ""75"", ""undocumented""","Public","No restrictions on public use","Medi-Cal Eligibility Division / Program Review Branch / Data Analytics Section","[email protected]","Quarterly","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1905","2020, 4-band, aerial, imagery, california, california, departme..., cdfg, cdfw, dfg, fish, fish, and, game, naip, natural, color, usda)","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","March 24, 2021, 06:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1906","""2020"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","March 24, 2021, 06:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1907","""2020"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""ndvi"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","March 24, 2021, 06:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1908","bathymetry, bay-delta, california, departme..., modeling, schism","Public","No restrictions on public use","Eli Ateljevich","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","March 6, 2021, 01:12 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1909","""california"", ""california"", ""departme..."", ""california"", ""geologic..."", ""california"", ""geology"", ""california"", ""natural"", ""..."", ""caopendata"", ""cgs"", ""cnra"", ""deep-seated"", ""landslides"", ""doc"", ""geologic"", ""hazards"", ""landslide"", ""hazard"", ""landslide"", ""susceptib..."", ""landslides"", ""united"", ""states"")","Public","No restrictions on public use","sbarton_cadoc","[email protected]","Irregular","June 28, 2021, 02:00 (UTC)","October 19, 2020, 04:01 (UTC)","0","California Department of Conservation","Twitter, Facebook, Linkedin"
"1910","""aging"", ""california-departme..."", ""coronavirus"", ""covid-19"", ""covid19"", ""friendship"", ""line"", ""older"", ""adults"", ""social"", ""isolation""","Public","No restrictions on public use","Friendship Line California","[email protected]","Irregular","June 25, 2021, 00:00 (UTC)","October 23, 2020, 01:00 (UTC)","0","California Department of Aging","Twitter, Facebook, Linkedin"
"1911","aging, california-departme..., coronovirus, covid, covid-19, covid19, older, adults, planning, and, servic..., psa)","Public","No restrictions on public use","Older Americans Act Title IIIB Information & Assistance","[email protected]","Weekly","June 25, 2021, 00:00 (UTC)","September 18, 2020, 01:00 (UTC)","0","California Department of Aging","Twitter, Facebook, Linkedin"
"1912","""california-departme..."", ""coronavirus"", ""covid"", ""covid-19"", ""covid19"", ""food"", ""home"", ""delivered"", ""meals"", ""meals"", ""on"", ""wheels"", ""nutrition"", ""services"", ""oaa"", ""older"", ""adults"", ""older"", ""americans"", ""act"", ""planning"", ""services"", ""area"", ""psa""","Public","No restrictions on public use","Older Americans Act Title IIIC-2 Home-Delivered Meals","[email protected]","Weekly","June 25, 2021, 00:00 (UTC)","September 18, 2020, 01:00 (UTC)","0","California Department of Aging","Twitter, Facebook, Linkedin"
"1913","""CAOpenData"", ""California"", ""Departme..."", ""California"", ""State"", ""Tr..."", ""Caltrans"", ""Coronavirus"", ""Covid"", ""Covid-19"", ""Covid19""","Public","No restrictions on public use","Division of Maintenance","[email protected]","Irregular","September 17, 2020, 01:20 (UTC)","September 11, 2020, 23:45 (UTC)","0","Caltrans","Twitter, Facebook, Linkedin"
"1914","california, departme..., extensometer, groundwater, subsidence","Public","No restrictions on public use","Water Data Library","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","January 16, 2019, 22:56 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1915","""california"", ""departme..."", ""hydrography"", ""national"", ""hydrograph..."", ""nhd"", ""usgs"", ""watershed"", ""watershed"", ""boundary"", ""..."", ""wbd"")","Public","No restrictions on public use","Jane Schafer-Kramer","[email protected]","Quarterly","June 23, 2021, 04:00 (UTC)","March 6, 2019, 04:02 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1916","""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:22 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1917","2018, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, dfg, fish, fish, and, game, naip, usda)","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1918","""2018"", ""4-band"", ""aerial"", ""imagery"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1919","""2010"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""naip"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1920","2009, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, dfg, naip, usda","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1921","""california-departme..."", ""coronavirus"", ""covid"", ""covid-19"", ""covid19"", ""food"", ""home"", ""delivered"", ""meals"", ""meals"", ""on"", ""wheels"", ""nutrition"", ""services"", ""oaa"", ""older"", ""adults"", ""older"", ""americans"", ""act"", ""planning"", ""services"", ""area"", ""psa"")","Public","No restrictions on public use","Older Americans Act Title IIIC-2 Home-Delivered Meals","[email protected]","Weekly","June 25, 2021, 00:00 (UTC)","September 18, 2020, 01:00 (UTC)","0","California Department of Aging","Twitter, Facebook, Linkedin"
"1922","""CAOpenData"", ""California"", ""Departme..."", ""California"", ""State"", ""Tr..."", ""Caltrans"", ""Coronavirus"", ""Covid"", ""Covid-19"", ""Covid19""","Public","No restrictions on public use","Division of Maintenance","[email protected]","Irregular","September 17, 2020, 01:20 (UTC)","September 11, 2020, 23:45 (UTC)","0","Caltrans","Twitter, Facebook, Linkedin"
"1923","california, departme..., extensometer, groundwater, subsidence)","Public","No restrictions on public use","Water Data Library","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","January 16, 2019, 22:56 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1924","""california"", ""departme..."", ""hydrography"", ""national"", ""hydrograph..."", ""nhd"", ""usgs"", ""watershed"", ""watershed"", ""boundary"", ""..."", ""wbd""","Public","No restrictions on public use","Jane Schafer-Kramer","[email protected]","Quarterly","June 23, 2021, 04:00 (UTC)","March 6, 2019, 04:02 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1925","""2018"", ""4-band"", ""aerial"", ""imagery"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1926","2018, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, dfg, fish, fish, and, game, naip, ndvi, usda","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1927","""2009"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""naip"", ""usda"")","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1928","""4-band"", ""aerial"", ""imagery"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1929","2010, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, naip, usda)","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1930","""2018"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1931","""2009"", ""aerial"", ""imagery"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1932","aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, dfg, fish, fish, and, game, naip, usda","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:22 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1933","""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""usda"")","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:21 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1934","""2009"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""naip"", ""ndvi"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1935","aerial, imagery, ca, california, california, departme..., cdfg, cdfw, dfg, fish, fish, and, game, naip, ndvi, usda)","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:21 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1936","""2010"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""naip"", ""ndvi"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1937","""2012"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""ndvi"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1938","2010, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, dfg, naip, natural, color, usda","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1939","""2005"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""naip"", ""natural"", ""color"", ""usda"")","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1940","""4-band"", ""aerial"", ""imagery"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1941","authcdfw, california, departme..., california, natural, ..., caopendata, cdfw, ds067320101015wm, interim, mitigation, ..., mitigation, target, a..., renewable, energy, sb, 34, solar)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:04 (UTC)","February 24, 2021, 09:03 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1942","""american"", ""marten"", ""authcdfw"", ""bassariscus"", ""astutus"", ""black"", ""bear"", ""bobcat"", ""bos"", ""taurus"", ""brewers"", ""blackbird"", ""brush"", ""rabbit"", ""bubo"", ""virginianus"", ""bushy-tailed"", ""woodrat"", ""california"", ""departme..."", ""california"", ""ground"", ""s..."", ""california"", ""natural"", ""..."", ""california"", ""quail"", ""callipepla"", ""californica"", ""callospermophilus"", ""l..."", ""canis"", ""latrans"", ""canis"", ""lupus"", ""caopendata"", ""cardinalidae"", ""catharus"", ""guttatus"", ""cdfw"", ""chipmunk"", ""clarks"", ""nutcracker"", 
""cn"", ""american"", ""robin"", ""colaptes"", ""auratus"", ""corvus"", ""brachyrhynchos"", ""corvus"", ""corax"", ""cow"", ""coyote"", ""crow"", ""cyanocitta"", ""stelleri"", ""dark-eyed"", ""junco"", ""dendragapus"", ""obscurus"", ""dog"", ""douglas"", ""squirrel"", ""ds106120191028wm"", ""dusky"", ""grouse"", ""dusky-footed"", ""woodrat"", ""erethizon"", ""dorsatum"", ""euphagus"", ""cyanocephalus"", ""flycatcher"", ""fringillidae"", ""glaucomys"", ""sabrinus"", ""golden-mantled"", ""grou..."", ""gray"", ""fox"", ""great-horned"", ""owl"", ""grosbeak"", ""grouse"", ""hairy"", ""woodpecker"", 
""hermit"", ""thrush"", ""human"", ""junco"", ""hyemalis"", ""lepus"", ""townsendii"", ""lizard"", ""long-tailed"", ""weasel"", ""lynx"", ""rufus"", ""mammal"", ""martes"", ""americana"", ""mephitis"", ""mephitis"", ""mountain"", ""bluebird"", ""mountain"", ""lion"", ""mountain"", ""pocket"", ""gopher"", ""mountain"", ""quail"", ""mouse"", ""mule"", ""deer"", ""mustela"", ""frenata"", ""myadestes"", ""townsendi"", ""neotoma"", ""cinerea"", ""neotoma"", ""fuscipes"", ""northern"", ""flicker"", ""northern"", ""flying"", ""squ..."", ""nucifraga"", ""columbiana"", ""odocoileus"", ""hemionus"", 
""oreortyx"", ""pictus"", ""otospermophilus"", ""bee..."", ""picoides"", ""villosus"", ""piranga"", ""ludoviciana"", ""porcupine"", ""procyon"", ""lotor"", ""puma"", ""concolor"", ""raccoon"", ""raven"", ""red-breasted"", ""nuthatch"", ""red-breasted"", ""sapsucker"", ""ringtail"", ""sciurus"", ""griseus"", ""setophaga"", ""coronata"", ""shrew"", ""sialia"", ""currucoides"", ""sitta"", ""canadensis"", ""skink"", ""sn"", ""turdus"", ""migratorius"", ""sparrow"", ""sphyrapicus"", ""ruber"", ""spilogale"", ""gracilis"", ""spotted"", ""skunk"", ""stellers"", ""jay"", ""striped"", ""skunk"", 
""sylvilagus"", ""bachmani"", ""tamiasciurus"", ""douglasii"", ""thomomys"", ""monticola"", ""thrush"", ""townsends"", ""solitaire"", ""urocyon"", ""cinereoarge..."", ""ursus"", ""americanus"", ""western"", ""gray"", ""squirrel"", ""western"", ""tanager"", ""white-tailed"", ""jackra..."", ""yellow-rumped"", ""warbler""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1943","""authcdfw"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""distribution"", ""ds029420130709wm"", ""hawks"", ""inventory"", ""management"", ""owls"", ""raptors"", ""riparian"", ""sample"", ""special"", ""status""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:04 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1944","algae, ammonia, calcium, california, departme..., carbon, chloride, conductivity, depth, dissolved, nutrients, dissolved, organic, c..., dissolved, organic, n..., estuaries, fluorescence, freshwater, latitude, long, term, monitoring, longitude, measurements, monitoring, nitrate, nitrite, nitrogen, nutrients, organic, carbon, organic, nitrogen, oxygen, ph, phaeophytin, phosphorus, rivers, secchi, depth, silica, 
temperature, total, organic, carbon, total, phosphorus, turbidity, water, quality, water, temperature, wind, speed","Public","No restrictions on public use","Morgan Martinez","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","July 1, 2020, 09:14 (UTC)","1","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1945","""authcdfw"", ""biota"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds119620150608wm"", ""environment"", ""inlandwaters"", ""mcv"", ""vegetation"", ""map"", ""mshcp"", ""vegetation"", ""map"", ""national"", ""vegetation..."", ""nvcs"", ""vegetation"", ""western"", ""riverside"", ""c..."")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1946","""california"", ""departme..."", ""cigarette"", ""ethnicity"", ""lets"", ""get"", ""healthy"", ""ca..."", ""lghc"", ""race"", ""sex"", ""smoking"", ""tcb"", ""tcp"", ""tobacco"", ""youth""","Public","No restrictions on public use","California Tobacco Control Program","[email protected]","Irregular","June 28, 2021, 17:01 (UTC)","August 12, 2019, 21:23 (UTC)","0","California Department of Public Health","Twitter, Facebook, Linkedin"
"1947","california, collabor..., california, ocean, pr..., hook-and-line, marine, protected, areas, method, comparison, mpa, mpa, monitoring, nearshore, rocky, reefs, partnership, for, int..., pisco, reef, check, california, rocky, reefs, rov, scuba)","Public","No restrictions on public use","Jenn Caselle","[email protected]","Irregular","June 22, 2021, 01:00 (UTC)","January 16, 2019, 22:48 (UTC)","0","California Ocean Protection Council","Twitter, Facebook, Linkedin"
"1948","""Drinking"", ""Water"", ""Operations"", ""Public"", ""Water"", ""System"", ""Water"", ""Supply"", ""Well"", ""Locations""","Public","No restrictions on public use","Data Management Unit - Division of Drinking Water","[email protected]","Irregular","November 17, 2020, 18:47 (UTC)","August 10, 2019, 03:20 (UTC)","1","California State Water Resources Control Board","Twitter, Facebook, Linkedin"
"1949","""CIWQS"", ""Compliance"", ""Inspection"", ""Permits"", ""Site"", ""Visit"", ""animals"", ""dairies"", ""discharge"", ""regulations"", ""wastewater""","Public","No Restrictions on Public Use","admin","[email protected]","Irregular","June 23, 2021, 19:34 (UTC)","August 10, 2019, 10:26 (UTC)","2","California State Water Resources Control Board","Twitter, Facebook, Linkedin"
"1950","california, departme..., california, governme..., caopendata, cdtfa, sales, and, use, tax, r..., taxes","Public","No restrictions on public use","fiona.renton","[email protected]","Irregular","June 27, 2021, 01:00 (UTC)","October 18, 2020, 01:00 (UTC)","0","California Department of Tax and Fee Administration","Twitter, Facebook, Linkedin"
"1951","""california"", ""departme..."", ""california"", ""governme..."", ""caopendata"", ""cdtfa"", ""sales"", ""and"", ""use"", ""tax"", ""r..."", ""taxes"")","Public","No restrictions on public use","fiona.renton","[email protected]","Irregular","June 27, 2021, 01:00 (UTC)","October 18, 2020, 01:00 (UTC)","0","California Department of Tax and Fee Administration","Twitter, Facebook, Linkedin"
"1952","""california"", ""departme..."", ""california"", ""governme..."", ""caopendata"", ""cdtfa"", ""sales"", ""and"", ""use"", ""tax"", ""r..."", ""taxes""","Public","No restrictions on public use","fiona.renton","[email protected]","Irregular","June 27, 2021, 01:00 (UTC)","October 18, 2020, 01:00 (UTC)","0","California Department of Tax and Fee Administration","Twitter, Facebook, Linkedin"
"1953","cal, fire, calfire, california, california, departme..., california, natural, ..., caopendata, forest, practice, forestry, wfmp, wfn, working, forest, harv..., working, forest, mana...)","Public","No restrictions on public use","fpgis.CALFIRE","[email protected]","Irregular","June 28, 2021, 00:00 (UTC)","June 25, 2021, 00:21 (UTC)","0","CAL FIRE","Twitter, Facebook, Linkedin"
"1954","""cal"", ""fire"", ""calfire"", ""california"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""forest"", ""practice"", ""forestry"", ""wfmp"", ""wfn"", ""working"", ""forest"", ""harv..."", ""working"", ""forest"", ""mana...""","Public","No restrictions on public use","fpgis.CALFIRE","[email protected]","Irregular","June 28, 2021, 00:00 (UTC)","June 25, 2021, 00:21 (UTC)","0","CAL FIRE","Twitter, Facebook, Linkedin"
"1955","""cal"", ""fire"", ""calfire"", ""california"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""forest"", ""practice"", ""forestry"", ""wfmp"", ""wfn"", ""working"", ""forest"", ""harv..."", ""working"", ""forest"", ""mana...""","Public","No restrictions on public use","fpgis.CALFIRE","[email protected]","Irregular","June 28, 2021, 00:00 (UTC)","June 25, 2021, 00:21 (UTC)","0","CAL FIRE","Twitter, Facebook, Linkedin"
"1956","amphibian, authcdfw, bat, biodiversity, bird, california, california, departme..., california, natural, ..., caopendata, cdfw, central, valley, drought, ds283420190626wm, environment, great, valley, mojave, desert, reptile, terrestrial, species..., transect, tsm, vegetation","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
